t,x,y,yaw,xr,yr
0.05468392372131348,5.814448270995341e-05,-9.939308473501381e-07,7.577009484986072e-07,0.002734196186065674,-0.002734196186065674
0.07449173927307129,5.8116500221497034e-05,-9.938838565574697e-07,7.58292580984359e-07,0.0037245869636535647,-0.0037245869636535647
0.09465527534484863,5.8116500221497034e-05,-9.938838565574697e-07,7.58292580984359e-07,0.004732763767242432,-0.004732763767242432
0.11459493637084961,0.0012125987715738264,-9.98511167339453e-07,1.8569788619900047e-06,0.005729746818542481,-0.005729746818542481
0.13471436500549316,0.0012125987715738264,-9.98511167339453e-07,1.8569788619900047e-06,0.0067357182502746586,-0.0067357182502746586
0.1546313762664795,0.0032637849883207968,-2.016474136171398e-06,-0.0014346287371316613,0.007731568813323975,-0.007731568813323975
0.17468738555908203,0.0032637849883207968,-2.016474136171398e-06,-0.0014346287371316613,0.008734369277954101,-0.008734369277954101
0.19461917877197266,0.004888973720043623,-6.745212649546905e-06,-0.004929467468189933,0.009730958938598634,-0.009730958938598634
0.21463847160339355,0.006689076775343293,-1.6701775555589322e-05,-0.005916696657089803,0.010731923580169679,-0.010731923580169679
0.23469996452331543,0.006689076775343293,-1.6701775555589322e-05,-0.005916696657089803,0.011734998226165772,-0.011734998226165772
0.2545816898345947,0.008790491382672587,-2.8357704431204892e-05,-0.0050152039399737405,0.012729084491729737,-0.012729084491729737
0.274616003036499,0.008790491382672587,-2.8357704431204892e-05,-0.0050152039399737405,0.013730800151824952,-0.013730800151824952
0.2946455478668213,0.01081895348968387,-3.9219920341409947e-05,-0.005970749840182358,0.014732277393341065,-0.014732277393341065
0.31451892852783203,0.012830160294269838,-5.26128106937304e-05,-0.007366227359291131,0.015725946426391604,-0.015725946426391604
0.3346421718597412,0.012830160294269838,-5.26128106937304e-05,-0.007366227359291131,0.01673210859298706,-0.01673210859298706
0.3545525074005127,0.014152971016896864,-6.247279711239892e-05,-0.007445572591276045,0.017727625370025635,-0.017727625370025635
0.37468886375427246,0.014152971016896864,-6.247279711239892e-05,-0.007445572591276045,0.018734443187713622,-0.018734443187713622
0.39473533630371094,0.015837509057959463,-7.608047836466826e-05,-0.009100199113536994,0.019736766815185547,-0.019736766815185547
0.41520190238952637,0.017661788505963717,-9.453734730717477e-05,-0.011222204248748601,0.02076009511947632,-0.02076009511947632
0.43468523025512695,0.017661788505963717,-9.453734730717477e-05,-0.011222204248748601,0.02173426151275635,-0.02173426151275635
0.45456457138061523,0.019364230478790188,-0.00011327686953899032,-0.010360004338913683,0.022728228569030763,-0.022728228569030763
0.474606990814209,0.019364230478790188,-0.00011327686953899032,-0.010360004338913683,0.02373034954071045,-0.02373034954071045
0.4946894645690918,0.021310561619665987,-0.00013321209195449755,-0.01044830361058992,0.024734473228454592,-0.024734473228454592
0.5146925449371338,0.021310561619665987,-0.00013321209195449755,-0.01044830361058992,0.02573462724685669,-0.02573462724685669
0.5347139835357666,0.023093579197173017,-0.00015325186048404925,-0.012336142617246176,0.026735699176788332,-0.026735699176788332
0.5545990467071533,0.02507902897652732,-0.00017854331395734122,-0.01315275104015538,0.027729952335357667,-0.027729952335357667
0.5746974945068359,0.02507902897652732,-0.00017854331395734122,-0.01315275104015538,0.028734874725341798,-0.028734874725341798
0.5945568084716797,0.02697635462079296,-0.0002042930511368902,-0.014120122949394907,0.029727840423583986,-0.029727840423583986
0.6146643161773682,0.02697635462079296,-0.0002042930511368902,-0.014120122949394907,0.03073321580886841,-0.03073321580886841
0.6346497535705566,0.02906578954498977,-0.00023383592382137592,-0.013834583223818461,0.031732487678527835,-0.031732487678527835
0.6544930934906006,0.031378113225085054,-0.000263976083260724,-0.011987198664472119,0.03272465467453003,-0.03272465467453003
0.6746423244476318,0.031378113225085054,-0.000263976083260724,-0.011987198664472119,0.03373211622238159,-0.03373211622238159
0.6945943832397461,0.033606845851791696,-0.00029042895763031935,-0.012318421217428302,0.034729719161987305,-0.034729719161987305
0.7145993709564209,0.033606845851791696,-0.00029042895763031935,-0.012318421217428302,0.035729968547821046,-0.035729968547821046
0.7345843315124512,0.035131171868730014,-0.0003107370050553718,-0.014655411266271044,0.03672921657562256,-0.03672921657562256
0.7546191215515137,0.037181715229980754,-0.00034005628735626995,-0.013465530593868714,0.037730956077575685,-0.037730956077575685
0.7746689319610596,0.037181715229980754,-0.00034005628735626995,-0.013465530593868714,0.03873344659805298,-0.03873344659805298
0.7945852279663086,0.03938149476151149,-0.00036720449720917747,-0.010994750118045923,0.03972926139831543,-0.03972926139831543
0.8146178722381592,0.03938149476151149,-0.00036720449720917747,-0.010994750118045923,0.04073089361190796,-0.04073089361190796
0.8346197605133057,0.04150507519282686,-0.0003896769157990903,-0.010371056290109723,0.041730988025665286,-0.041730988025665286
0.8546631336212158,0.04150507519282686,-0.0003896769157990903,-0.010371056290109723,0.04273315668106079,-0.04273315668106079
0.8746764659881592,0.04373480853204032,-0.0004132594489798815,-0.010855767987773681,0.04373382329940796,-0.04373382329940796
0.8946068286895752,0.04593423523559301,-0.00043686904277795267,-0.010653337079558968,0.044730341434478765,-0.044730341434478765
0.9146175384521484,0.04593423523559301,-0.00043686904277795267,-0.010653337079558968,0.045730876922607425,-0.045730876922607425
0.9347202777862549,0.047765045249469035,-0.0004559144760423831,-0.009925630420988207,0.04673601388931275,-0.04673601388931275
0.9546775817871094,0.047765045249469035,-0.0004559144760423831,-0.009925630420988207,0.047733879089355474,-0.047733879089355474
0.9746203422546387,0.05003130997355233,-0.00047560864799835623,-0.007087066328661291,0.048731017112731936,-0.048731017112731936
0.9945051670074463,0.05231212432964442,-0.000490664207520529,-0.0066160220226982635,0.049725258350372316,-0.049725258350372316
1.014655590057373,0.05231212432964442,-0.000490664207520529,-0.0066160220226982635,0.050732779502868655,-0.050732779502868655
1.0346448421478271,0.054242120984053725,-0.0005045149296729498,-0.007713117637806185,0.05173224210739136,-0.05173224210739136
1.0546202659606934,0.054242120984053725,-0.0005045149296729498,-0.007713117637806185,0.052731013298034674,-0.052731013298034674
1.0746173858642578,0.05633436166333726,-0.0005182303212528309,-0.004578004606787801,0.05373086929321289,-0.05373086929321289
1.0949392318725586,0.058448146137628415,-0.0005252249808659448,-0.0023198214313940356,0.054746961593627935,-0.054746961593627935
1.1145939826965332,0.058448146137628415,-0.0005252249808659448,-0.0023198214313940356,0.055729699134826664,-0.055729699134826664
1.1345939636230469,0.06015630590106716,-0.0005306392132848842,-0.004870999646329544,0.056729698181152345,-0.056729698181152345
1.1546311378479004,0.06015630590106716,-0.0005306392132848842,-0.004870999646329544,0.05773155689239502,-0.05773155689239502
1.17470383644104,0.06233428446943966,-0.0005431072190193728,-0.006094280978023791,0.058735191822052,-0.058735191822052
1.1946992874145508,0.06233428446943966,-0.0005431072190193728,-0.006094280978023791,0.05973496437072754,-0.05973496437072754
1.2146596908569336,0.06438399144223973,-0.0005525860879059959,-0.002297088664500595,0.06073298454284668,-0.06073298454284668
1.2345292568206787,0.06618757748758164,-0.0005551177141060328,-0.0009238067233329879,0.06172646284103394,-0.06172646284103394
1.2547338008880615,0.06618757748758164,-0.0005551177141060328,-0.0009238067233329879,0.06273669004440308,-0.06273669004440308
1.2746260166168213,0.06808463288022717,-0.000558394901263536,-0.0030616149312028863,0.06373130083084107,-0.06373130083084107
1.2946219444274902,0.06808463288022717,-0.000558394901263536,-0.0030616149312028863,0.06473109722137452,-0.06473109722137452
1.3146603107452393,0.06980090671831493,-0.0005637456511746581,-0.002626988257882639,0.06573301553726196,-0.06573301553726196
1.3345868587493896,0.0719176861429826,-0.0005676072442460202,-0.0010810653500368651,0.06672934293746949,-0.06672934293746949
1.354590892791748,0.0719176861429826,-0.0005676072442460202,-0.0010810653500368651,0.0677295446395874,-0.0677295446395874
1.3746452331542969,0.07415022455724232,-0.0005710993874608339,-0.0022510752112018346,0.06873226165771484,-0.06873226165771484
1.3945939540863037,0.07415022455724232,-0.0005710993874608339,-0.0022510752112018346,0.06972969770431518,-0.06972969770431518
1.414689302444458,0.07645489795586956,-0.0005762393481038156,-0.00200514007930513,0.07073446512222291,-0.07073446512222291
1.434654712677002,0.07645489795586956,-0.0005762393481038156,-0.00200514007930513,0.0717327356338501,-0.0717327356338501
1.454577922821045,0.07808066901402137,-0.0005796441951564531,-0.002381785938628676,0.07272889614105225,-0.07272889614105225
1.4745712280273438,0.08008062004187674,-0.0005857681354461737,-0.003762232039469283,0.07372856140136719,-0.07372856140136719
1.4946033954620361,0.08008062004187674,-0.0005857681354461737,-0.003762232039469283,0.0747301697731018,-0.0747301697731018
1.5146360397338867,0.08205957079913022,-0.0005921144654336762,-0.0020857860701578488,0.07573180198669434,-0.07573180198669434
1.5346417427062988,0.08205957079913022,-0.0005921144654336762,-0.0020857860701578488,0.07673208713531494,-0.07673208713531494
1.5546197891235352,0.08418201923809496,-0.0005953104368780038,-0.0010610979761182754,0.07773098945617676,-0.07773098945617676
1.5745718479156494,0.08629371574768535,-0.0005990484063082181,-0.002890288597825917,0.07872859239578248,-0.07872859239578248
1.5946629047393799,0.08629371574768535,-0.0005990484063082181,-0.002890288597825917,0.079733145236969,-0.079733145236969
1.6146180629730225,0.08838874762157499,-0.0006052013322198732,-0.0023696972541823714,0.08073090314865113,-0.08073090314865113
1.6346442699432373,0.08838874762157499,-0.0006052013322198732,-0.0023696972541823714,0.08173221349716187,-0.08173221349716187
1.6547057628631592,0.0903536211561591,-0.0006076024059776657,0.0003460986418830556,0.08273528814315796,-0.08273528814315796
1.674565076828003,0.09238957986022138,-0.0006071215060757311,-0.00042892497769313914,0.08372825384140015,-0.08372825384140015
1.6945791244506836,0.09238957986022138,-0.0006071215060757311,-0.00042892497769313914,0.08472895622253418,-0.08472895622253418
1.7146260738372803,0.0941706783946896,-0.00060819747513636,-2.2114194868727144e-05,0.08573130369186402,-0.08573130369186402
